"","SubjectNo","ExpNo","DisplayMode","Familiarity","seg.z","headingErr"
"330","L_S140","Lit","NoGoggles","Familiar",2.095,2.15204582351559
"331","L_S140","Lit","NoGoggles","Familiar",2.15,2.24097966563164
"332","L_S140","Lit","NoGoggles","Familiar",2.205,2.32801602373388
"333","L_S140","Lit","NoGoggles","Familiar",2.26,2.40374469916791
"334","L_S140","Lit","NoGoggles","Familiar",2.315,2.47653839268907
"335","L_S140","Lit","NoGoggles","Familiar",2.37,2.54690222489604
"336","L_S140","Lit","NoGoggles","Familiar",2.425,2.60218813516003
"337","L_S140","Lit","NoGoggles","Familiar",2.48,2.64458083717164
"338","L_S140","Lit","NoGoggles","Familiar",2.535,2.68173230317049
"339","L_S140","Lit","NoGoggles","Familiar",2.59,2.7132490456323
"340","L_S140","Lit","NoGoggles","Familiar",2.645,2.7330338313032
"341","L_S140","Lit","NoGoggles","Familiar",2.7,2.73693946151428
"342","L_S140","Lit","NoGoggles","Familiar",2.755,2.73329813998057
"343","L_S140","Lit","NoGoggles","Familiar",2.81,2.72381915663686
"344","L_S140","Lit","NoGoggles","Familiar",2.865,2.70839359967238
"345","L_S140","Lit","NoGoggles","Familiar",2.92,2.68751011350986
"346","L_S140","Lit","NoGoggles","Familiar",2.975,2.6595507675092
"347","L_S140","Lit","NoGoggles","Familiar",3.03,2.63024372270864
"348","L_S140","Lit","NoGoggles","Familiar",3.085,2.59429621212696
"349","L_S140","Lit","NoGoggles","Familiar",3.14,2.55075195578095
"350","L_S140","Lit","NoGoggles","Familiar",3.195,2.50684605332761
"351","L_S140","Lit","NoGoggles","Familiar",3.25,2.4641809478465
"352","L_S140","Lit","NoGoggles","Familiar",3.305,2.4256169555859
"353","L_S140","Lit","NoGoggles","Familiar",3.36,2.38523959166196
"354","L_S140","Lit","NoGoggles","Familiar",3.415,2.34030673059557
"355","L_S140","Lit","NoGoggles","Familiar",3.47,2.29484691773908
"356","L_S140","Lit","NoGoggles","Familiar",3.525,2.24749599059355
"357","L_S140","Lit","NoGoggles","Familiar",3.58,2.205097600443
"358","L_S140","Lit","NoGoggles","Familiar",3.635,2.1788124408871
"359","L_S140","Lit","NoGoggles","Familiar",3.69,2.14886501932922
"360","L_S140","Lit","NoGoggles","Familiar",3.745,2.11047686280568
"361","L_S140","Lit","NoGoggles","Familiar",3.8,2.07177378397512
"362","L_S140","Lit","NoGoggles","Familiar",3.855,2.02775114442067
"363","L_S140","Lit","NoGoggles","Familiar",3.91,1.98635237619732
